107A1                                                                                                                        ;    197520;    219580;107A1_2_415;         5;        51;2;         1;00107A1;    197520;    219580;P2G  ;S2 ;      -197514.95;               0;       417044
239A1                                                                                                                        ;    196488;    220561;239A1_2_213;         5;        51;2;         1;00239A1;    196488;    220561;P2G  ;S2 ;      -196482.97;               0;       416993
139H1                                                                                                                        ;    238990;    177845;139H1_1_214;         6;        51;1;         1;00139H1;    238990;    177845;P2G  ;S1 ;      -238984.37;               0;       416778
125A1                                                                                                                        ;    208420;    208145;125A1_1_213;         5;        51;1;         1;00125A1;    208420;    208145;P2G  ;S1 ;       -208414.8;               0;       416509
141A1                                                                                                                        ;    194170;    222380;141A1_1_414;         5;        51;1;         1;00141A1;    194170;    222380;P2G  ;S1 ;         -194165;               0;       416494
079H1                                                                                                                        ;    230417;    185894;079H1_1_214;         6;        51;1;         1;00079H1;    230417;    185894;P2G  ;S1 ;      -230411.49;               0;       416255
280H1                                                                                                                        ;    230732;    185091;280H1_1_213;         6;        51;1;         1;00280H1;    230732;    185091;P2G  ;S1 ;      -230726.48;               0;       415767
245A1                                                                                                                        ;    191005;    224773;245A1_2_414;         5;        51;2;         1;00245A1;    191005;    224773;P2G  ;S2 ;      -191000.04;               0;       415722
389A1                                                                                                                        ;    190506;    225020;389A1_2_116;         5;        51;2;         1;00389A1;    190506;    225020;P2G  ;S2 ;      -190501.05;               0;       415470
246A1                                                                                                                        ;    191783;    223710;246A1_4_313;         5;        51;4;         1;00246A1;    191783;    223710;P2G  ;S4 ;      -191778.03;               0;       415437
108H1                                                                                                                        ;    239850;    175625;108H1_4_312;         6;        51;4;         1;00108H1;    239850;    175625;P2G  ;S4 ;      -239844.36;               0;       415418
054H1                                                                                                                        ;    227064;    188228;054H1_1_213;         5;        51;1;         1;00054H1;    227064;    188228;P2G  ;S1 ;      -227058.53;               0;       415236
277H1                                                                                                                        ;    228815;    186370;277H1_6_215;         5;        51;6;         1;00277H1;    228815;    186370;P2G  ;S6 ;      -228809.51;               0;       415129
272A1                                                                                                                        ;    202050;    213100;272A1_3_414;         5;        51;3;         1;00272A1;    202050;    213100;P2G  ;S3 ;      -202044.89;               0;       415094
107H1                                                                                                                        ;    233400;    181700;107H1_1_414;         6;        51;1;         1;00107H1;    233400;    181700;P2G  ;S1 ;      -233394.45;               0;       415044
215H1                                                                                                                        ;    231314;    183780;215H1_1_213;         6;        51;1;         1;00215H1;    231314;    183780;P2G  ;S1 ;      -231308.48;               0;       415038
155H1                                                                                                                        ;    234630;    180398;155H1_4_414;         6;        51;4;         1;00155H1;    234630;    180398;P2G  ;S4 ;      -234624.43;               0;       414972
403L1                                                                                                                        ;          ;          ;403L1_4_312;         6;        51;4;         1;00403L1;    280464;    134506;P2G  ;S4 ;      -280457.79;               0;       414913
403L1                                                                                                                        ;    280480;    134607;403L1_4_312;         6;        51;4;         1;00403L1;    280464;    134506;P2G  ;S4 ;      -280457.79;               0;       414913
274A1                                                                                                                        ;    205524;    209221;274A1_2_413;         5;        51;2;         1;00274A1;    205524;    209221;P2G  ;S2 ;      -205518.84;               0;       414689
436A1                                                                                                                        ;    190356;    224183;436A1_1_213;         5;        51;1;         1;00436A1;    190356;    224183;P2G  ;S1 ;      -190351.05;               0;       414483
111H1                                                                                                                        ;    212864;    201522;111H1_2_115;         5;        51;2;         1;00111H1;    212864;    201522;P2G  ;S2 ;      -212858.73;               0;       414330
012A4                                                                                                                        ;    190605;    223773;012A4_1_213;         5;        51;1;         1;00012A4;    190605;    223773;P2G  ;S1 ;      -190600.05;               0;       414322
001H3                                                                                                                        ;    229790;    184495;001H3_2_214;         6;        51;2;         1;00001H3;    229790;    184495;P2G  ;S2 ;       -229784.5;               0;       414229
444A1                                                                                                                        ;    190410;    223859;444A1_2_116;         5;        51;2;         1;00444A1;    190410;    223859;P2G  ;S2 ;      -190405.05;               0;       414213
059A3                                                                                                                        ;    190068;    224080;059A3_1_114;         5;        51;1;         1;00059A3;    190068;    224080;P2G  ;S1 ;      -190063.06;               0;       414092
728A1                                                                                                                        ;    189655;    224475;728A1_2_218;         5;        51;2;         1;00728A1;    189655;    224475;P2G  ;S2 ;      -189650.06;               0;       414074
105A1                                                                                                                        ;    176095;    237980;105A1_1_415;         5;        51;1;         1;00105A1;    176095;    237980;P2G  ;S1 ;      -176090.26;               0;       414019
273A1                                                                                                                        ;    203127;    210660;273A1_3_213;         5;        51;3;         1;00273A1;    203127;    210660;P2G  ;S3 ;      -203121.87;               0;       413731
229H1                                                                                                                        ;    211451;    202324;229H1_1_417;         5;        51;1;         1;00229H1;    211451;    202324;P2G  ;S1 ;      -211445.75;               0;       413719
059H1                                                                                                                        ;    229310;    184435;059H1_4_117;         5;        51;4;         1;00059H1;    229310;    184435;P2G  ;S4 ;       -229304.5;               0;       413689
