O_PROP_0103,,4313,2.81112173,51.18835124
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,9,2
O_PROP_0103,,31370,-4,-5
O_PROP_0103,,31370,-4,-5
O_PROP_0103,,31370,-4,-5
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_0103,,31370,0,0
O_PROP_9780,,4313,2.72071455,51.15329427
O_PROP_9780,,31370,0,0
O_PROP_9780,,31370,0,0
O_PROP_9780,,31370,0,0
O_PROP_9780,,31370,0,0
O_PROP_9780,,31370,0,0
O_PROP_9780,,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,4313,2.72074312,51.15329467
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,34788,206025
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_0466,O253-NIEUWPOORT_DIJK,31370,0,0
O_PROP_9450_A,,4313,3.17985576,51.33262988
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
O_PROP_9450_A,,31370,0,0
A_PROP_0807_A,,4313,4.45004400,51.70689808
A_PROP_0807_A,,31370,0,0
A_PROP_0807_A,,31370,0,0
A_PROP_0807_A,,31370,0,0
A_PROP_0807_A,,31370,0,0
A_PROP_0807_A,,31370,0,0
A_PROP_0807_A,,31370,0,0
O_PROP_9454,,4313,3.17981227,51.33264742
O_PROP_9454,,31370,0,0
O_PROP_9454,,31370,0,0
O_PROP_9454,,31370,0,0
O_PROP_9454,,31370,0,0
O_PROP_9454,,31370,0,0
O_PROP_9454,,31370,0,0
