30849L1                                                                                                                                                                                                                                                   ;280480                                                                                                                                                                                                                                                    ;134607                                                                                                                                                                                                                                                    ;30849L1;         6;        51;1;         1;30849L1;    280464;    134506;U    ;S1 ;      -280457.79;               0;       414913
32009L1                                                                                                                                                                                                                                                   ;285602                                                                                                                                                                                                                                                    ;124140                                                                                                                                                                                                                                                    ;32009L1;         6;        50;3;         1;32009L1;    285618;    124112;U    ;S3 ;      -285611.72;               0;       409673
32368L1                                                                                                                                                                                                                                                   ;291055                                                                                                                                                                                                                                                    ;116830                                                                                                                                                                                                                                                    ;32368L1;         6;        50;1;         1;32368L1;    291051;    116840;U    ;S1 ;      -291044.65;               0;       407834
32408L1                                                                                                                                                                                                                                                   ;277799                                                                                                                                                                                                                                                    ;129926                                                                                                                                                                                                                                                    ;32408L1;         6;        50;1;         1;32408L1;    277799;    129926;U    ;S1 ;      -277792.83;               0;       407668
33015L1                                                                                                                                                                                                                                                   ;280510                                                                                                                                                                                                                                                    ;125659                                                                                                                                                                                                                                                    ;33015L1;         6;        50;1;         1;33015L1;    280510;    125659;U    ;S1 ;       -280503.8;               0;       406112
32468L1                                                                                                                                                                                                                                                   ;282066                                                                                                                                                                                                                                                    ;121337                                                                                                                                                                                                                                                    ;32468L1;         6;        50;1;         1;32468L1;    282066;    121337;U    ;S1 ;      -282059.78;               0;       403346
32133L1                                                                                                                                                                                                                                                   ;274920                                                                                                                                                                                                                                                    ;125250                                                                                                                                                                                                                                                    ;32133L1;         6;        50;1;         1;32133L1;    274920;    125250;U    ;S1 ;      -274913.87;               0;       400113
32459L1                                                                                                                                                                                                                                                   ;271048                                                                                                                                                                                                                                                    ;128714                                                                                                                                                                                                                                                    ;32459L1;         6;        50;1;         1;32459L1;    271050;    128718;U    ;S1 ;      -271043.93;               0;       399711
30033L3                                                                                                                                                                                                                                                   ;267864                                                                                                                                                                                                                                                    ;125879                                                                                                                                                                                                                                                    ;30033L3;         6;        50;1;         1;30033L3;    267864;    125879;U    ;S1 ;      -267857.97;               0;       393687
30007L5                                                                                                                                                                                                                                                   ;246006                                                                                                                                                                                                                                                    ;145321                                                                                                                                                                                                                                                    ;30007L5;         6;        51;1;         1;30007L5;    246107;    145577;U    ;S1 ;      -246101.27;               0;       391628
32107L1                                                                                                                                                                                                                                                   ;272522                                                                                                                                                                                                                                                    ;115618                                                                                                                                                                                                                                                    ;32107L1;         6;        50;1;         1;32107L1;    272522;    115618;U    ;S1 ;      -272515.91;               0;       388084
30635L1                                                                                                                                                                                                                                                   ;274563                                                                                                                                                                                                                                                    ;110321                                                                                                                                                                                                                                                    ;30635L1;         6;        50;1;         1;30635L1;    274563;    110321;U    ;S1 ;      -274556.88;               0;       384828
