010N1_7_321;         1;FN4b           ;07-JUL-99
166B1_5_121;         1;FN4b           ;10-DEC-21
061F1_2_219;         1;FN4b           ;27-JAN-22
252C1_1_321;         1;FN4b           ;16-AUG-01
243C1_5_321;         1;FN4b           ;24-JAN-05
222B1_2_417;         1;FN4b           ;03-FEB-22
