42220H1                                                                                                                                                                                                                                                   ;251419                                                                                                                                                                                                                                                    ;205980                                                                                                                                                                                                                                                    ;42220H1;         6;        51;1;         1;42220H1;    251419;    205980;LTE  ;S1 ;      -251413.18;      -205928.84;       457342
42134H1                                                                                                                                                                                                                                                   ;251353                                                                                                                                                                                                                                                    ;202802                                                                                                                                                                                                                                                    ;42134H1;         6;        51;1;         1;42134H1;    251353;    202802;LTE  ;S1 ;      -251347.18;      -202750.87;       454098
43100H1                                                                                                                                                                                                                                                   ;246365                                                                                                                                                                                                                                                    ;207763                                                                                                                                                                                                                                                    ;43100H1;         6;        51;1;         1;43100H1;    246365;    207763;LTE  ;S1 ;      -246359.25;      -207711.83;       454071
42136H1                                                                                                                                                                                                                                                   ;244344                                                                                                                                                                                                                                                    ;208666                                                                                                                                                                                                                                                    ;42136H1;         6;        51;1;         1;42136H1;    244344;    208666;LTE  ;S1 ;      -244338.28;      -208614.82;       452953
42021H1                                                                                                                                                                                                                                                   ;246647                                                                                                                                                                                                                                                    ;204217                                                                                                                                                                                                                                                    ;42021H1;         6;        51;1;         1;42021H1;    246647;    204217;LTE  ;S1 ;      -246641.25;      -204165.86;       450807
40131H1                                                                                                                                                                                                                                                   ;249925                                                                                                                                                                                                                                                    ;200050                                                                                                                                                                                                                                                    ;40131H1;         6;        51;1;         1;40131H1;    249925;    200050;LTE  ;S1 ;      -249919.21;       -199998.9;       449918
40529H1                                                                                                                                                                                                                                                   ;248695                                                                                                                                                                                                                                                    ;200813                                                                                                                                                                                                                                                    ;40529H1;         6;        51;1;         1;40529H1;    248695;    200813;LTE  ;S1 ;      -248689.22;      -200761.89;       449451
40330H1                                                                                                                                                                                                                                                   ;249836                                                                                                                                                                                                                                                    ;199291                                                                                                                                                                                                                                                    ;40330H1;         6;        51;1;         1;40330H1;    249836;    199291;LTE  ;S1 ;      -249830.21;       -199239.9;       449070
42207H1                                                                                                                                                                                                                                                   ;232263                                                                                                                                                                                                                                                    ;216445                                                                                                                                                                                                                                                    ;42207H1;         6;        51;1;         1;42207H1;    232263;    216445;LTE  ;S1 ;      -232257.45;      -216393.75;       448651
40236H1                                                                                                                                                                                                                                                   ;248836                                                                                                                                                                                                                                                    ;199361                                                                                                                                                                                                                                                    ;40236H1;         6;        51;1;         1;40236H1;    248836;    199361;LTE  ;S1 ;      -248830.22;       -199309.9;       448140
40015H3                                                                                                                                                                                                                                                   ;248023                                                                                                                                                                                                                                                    ;200105                                                                                                                                                                                                                                                    ;40015H3;         6;        51;1;         1;40015H3;    248023;    200105;LTE  ;S1 ;      -248017.23;       -200053.9;       448071
43093H1                                                                                                                                                                                                                                                   ;231873                                                                                                                                                                                                                                                    ;215646                                                                                                                                                                                                                                                    ;43093H1;         6;        51;1;         1;43093H1;    231873;    215646;LTE  ;S1 ;      -231867.46;      -215594.75;       447462
40186H1                                                                                                                                                                                                                                                   ;246804                                                                                                                                                                                                                                                    ;200259                                                                                                                                                                                                                                                    ;40186H1;         6;        51;1;         1;40186H1;    246804;    200259;LTE  ;S1 ;      -246798.25;       -200207.9;       447006
42027H1                                                                                                                                                                                                                                                   ;230895                                                                                                                                                                                                                                                    ;215720                                                                                                                                                                                                                                                    ;42027H1;         6;        51;1;         1;42027H1;    230895;    215720;LTE  ;S1 ;      -230889.47;      -215668.75;       446558
42106H1                                                                                                                                                                                                                                                   ;226889                                                                                                                                                                                                                                                    ;219477                                                                                                                                                                                                                                                    ;42106H1;         5;        51;1;         1;42106H1;    226889;    219477;LTE  ;S1 ;      -226883.53;      -219425.72;       446309
