40027G3_1_122                                     ;40027G3_1_122_1                                   ;FC1545_EARFCN_L18_20M                             ;         1
46064R7_1_122                                     ;46064R7_1_122_7                                   ;FC3350_EARFCN_L26_20M                             ;         1
